nct_id,study_title,phase_clean,status,intervention_name,intervention_type,mechanism_class,sponsor,conditions,start_date,primary_completion_date,source_link
NCT00960661,"A Trial Comparing Two Therapies: Basal Insulin/Glargine, Exenatide and Metformin Therapy (BET) or Basal Insulin/Glargine, Bolus Insulin Lispro and Metformin Therapy (BBT) in Subjects With Type 2 Diabetes",Unknown,COMPLETED,"exenatide, insulin lispro, Metformin, Insulin/ Glargine","DRUG, DRUG, DRUG, DRUG",Other,AstraZeneca,['Type 2 Diabetes Mellitus'],2009-09,2012-08,https://clinicaltrials.gov/study/NCT00960661
NCT02917057,Subanalyses of Elderly Type 2 Diabetes Patients or Type 2 Diabetes Patients With Renal Impairment,Unknown,COMPLETED,"exenatide once weekly, basal insulin","DRUG, DRUG",Other,AstraZeneca,['Type 2 Diabetes'],2015-08-01,2015-08-01,https://clinicaltrials.gov/study/NCT02917057
NCT00477581,A Study to Compare the Effects of Exenatide and Sitagliptin on Postprandial Glucose in Subjects With Type 2 Diabetes Mellitus,Unknown,COMPLETED,"exenatide, sitagliptin","DRUG, DRUG",Other,AstraZeneca,['Type 2 Diabetes Mellitus'],2007-05,2007-09,https://clinicaltrials.gov/study/NCT00477581
NCT01969149,Exenatide for Stress Hyperglycemia,Unknown,COMPLETED,"Exenatide, Insulin","DRUG, DRUG",Other,Centre Hospitalier Universitaire de Besancon,['Stress Hyperglycemia'],2015-01,2015-12,https://clinicaltrials.gov/study/NCT01969149
NCT00845182,Effect of Pioglitazone and Exenatide on Body Weight and Beta Cell Function,Unknown,COMPLETED,"Pioglitazone, Exenatide, Pioglitazone and Exenatide","DRUG, DRUG, DRUG",Other,The University of Texas Health Science Center at San Antonio,"['Type 2 Diabetes', 'Healthy', 'Impaired Glucose Tolerance']",2007-06,2010-07,https://clinicaltrials.gov/study/NCT00845182
NCT00642538,A Study Designed to Determine the Safety and Pharmacological Response ofMKC253 Inhalation Powder in Adults With Type 2 Diabetes Mellitus,Unknown,COMPLETED,"MKC253 Inhalation Powder, Technosphere Inhalation Powder, subcutaneous injection","DRUG, DRUG, DRUG",Other,Mannkind Corporation,"['Diabetes Mellitus, Type 2']",2008-02,2008-09,https://clinicaltrials.gov/study/NCT00642538
NCT00099619,Comparing Exenatide and Insulin Glargine in Type 2 Diabetes Patients for Whom Insulin is the Next Appropriate Therapy,Unknown,COMPLETED,"exenatide/insulin glargine, insulin glargine/exenatide","DRUG, DRUG",Other,AstraZeneca,['Type 2 Diabetes Mellitus'],2004-09,2005-08,https://clinicaltrials.gov/study/NCT00099619
NCT02404376,COMBinAtion Therapy in Myocardial Infarction: The COMBAT-MI Trial,Unknown,COMPLETED,"Exenatide, Remote Ischemic Conditioning (RIC), Placebo","DRUG, OTHER, DRUG",Other,Hospital Universitari Vall d'Hebron Research Institute,['ST Elevation Acute Myocardial Infarction'],2016-03,2019-08,https://clinicaltrials.gov/study/NCT02404376
NCT00259896,In-patient Study in Patients With Type 2 Diabetes Mellitus,Unknown,COMPLETED,exenatide,DRUG,Other,GlaxoSmithKline,"['Type 2 Diabetes Mellitus', 'Diabetes Mellitus, Type 2']",2005-10,,https://clinicaltrials.gov/study/NCT00259896
NCT02673931,GLP-1 and Hyperoxia for Organ Protection in Heart Surgery,Unknown,ACTIVE_NOT_RECRUITING,"Byetta (Lilly, Exenatide), Conoxia (AGA, oxygen), 20% Human Albumin","DRUG, DRUG, DRUG",Other,"Rigshospitalet, Denmark","['Coronary Disease', 'Shock, Cardiogenic', 'Renal Failure', 'Stroke', 'Brain Injury', 'Aortic Valve Disease']",2016-02,2024-09,https://clinicaltrials.gov/study/NCT02673931
NCT02119819,A Study to Compare a New Drug for Type 2 Diabetes to Placebo and to a Treatment Already Available for Type 2 Diabetes,Unknown,COMPLETED,"LY2944876, Exenatide extended-release, Placebo, Metformin","DRUG, DRUG, DRUG, DRUG",Other,"OPKO Health, Inc.","['Diabetes Mellitus, Type 2']",2014-04,2015-08,https://clinicaltrials.gov/study/NCT02119819
NCT03060980,"Comparison of Efficacy, Safety, and Tolerability of ITCA 650 to Empagliflozin and Glimepiride as add-on Metformin",Unknown,TERMINATED,"ITCA 650 20/60 mcg/day, Empagliflozin (oral), Glimepiride (oral)","DRUG, DRUG, DRUG",Other,Intarcia Therapeutics,"['Diabetes Mellitus, Type 2']",2017-03-03,2018-01-26,https://clinicaltrials.gov/study/NCT03060980
NCT00948168,Effect of Exenatide on Glucose Homeostasis Determinants in Type 2 Diabetes,Unknown,COMPLETED,exenatide (Byetta),DRUG,Other,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,['Type 2 Diabetes Mellitus'],2008-07,2009-07,https://clinicaltrials.gov/study/NCT00948168
NCT00044668,"Evaluation of the Effect on Glucose Control and Safety of AC2993 in Patients With Type 2 Diabetes Treated With Metformin, Sulfonylurea, or Metformin and Sulfonylurea Combination",Unknown,COMPLETED,AC2993,DRUG,Other,AstraZeneca,"['Diabetes Mellitus, Type 2']",2002-08,2005-09,https://clinicaltrials.gov/study/NCT00044668
NCT02584075,Evaluate the Effect of Exenatide Treatment on Coronary Artery Endothelial Function,Unknown,UNKNOWN,"Byetta (Exenatide), Glucophage ( Metformin Hydrochloride)","DRUG, DRUG",Other,Beijing Chao Yang Hospital,['Coronary Endothelial Function'],2015-11,2017-11,https://clinicaltrials.gov/study/NCT02584075
NCT00937079,Whole Body 111In-exendin-4 Imaging Study in Insulinoma Patients,Unknown,COMPLETED,111In-exendin-4 imaging,OTHER,Other,"University Hospital, Basel, Switzerland","['Hyperinsulinism', 'Hypoglycemia', 'Insulinoma']",2007-11,2011-12,https://clinicaltrials.gov/study/NCT00937079
NCT03182231,GLP1-imaging Before and After Bariatric Surgery,Unknown,UNKNOWN,68Ga-NODAGA-exendin-4 PET/CT,RADIATION,Other,Radboud University Medical Center,"['Diabetes Mellitus, Type 2', 'Bariatric Surgery Candidate']",2016-10-07,2023-07-01,https://clinicaltrials.gov/study/NCT03182231
NCT00324363,Safety and Efficacy of Exenatide in Patients With Type 2 Diabetes Using Metformin or Sulfonylureas and Metformin,Unknown,COMPLETED,"exenatide, Placebo","DRUG, DRUG",Other,AstraZeneca,['Type 2 Diabetes Mellitus'],2006-01,2007-04,https://clinicaltrials.gov/study/NCT00324363
NCT01444898,Effects of Exenatide on Overweight Adolescents With Prader-Willi Syndrome,Unknown,COMPLETED,Exenatide,DRUG,Other,Children's Hospital Los Angeles,['Prader-Willi Syndrome'],2012-03,2013-05,https://clinicaltrials.gov/study/NCT01444898
NCT00039026,Evaluation of the Effect on Glucose Control of AC2993 in Patients With Type 2 Diabetes Mellitus Treated With a Sulfonylurea,Unknown,COMPLETED,"AC2993, AC2993, Placebo, Placebo","DRUG, DRUG, DRUG, DRUG",Other,AstraZeneca,"['Diabetes Mellitus, Non-Insulin-Dependent']",2002-02,2003-08,https://clinicaltrials.gov/study/NCT00039026
NCT02432976,Impact of Perioperative Exenatide Infusion on Quality of Life in Cardiac Surgery Patients,Unknown,COMPLETED,"Exenatide, Insulin","DRUG, DRUG",Other,Centre Hospitalier Universitaire de Besancon,['Quality of Life'],2015-05,2017-01,https://clinicaltrials.gov/study/NCT02432976
NCT02442791,GLP-1 Analogs for Neuroprotection After Cardiac Arrest,Unknown,COMPLETED,"Byetta (Lilly, Exenatide), 20% Human Albumin","DRUG, OTHER",Other,Jesper Kjaergaard,"['Cardiac Arrest', 'Coma']",2014-06,2016-06,https://clinicaltrials.gov/study/NCT02442791
NCT04307797,Effect of Glucagon and Glucagon-like Peptide-1 Co-agonism on Cardiac Function and Metabolism in Overweight Participants with Type 2 Diabetes,Unknown,COMPLETED,"0.9% Sodium-chloride, Exenatide (50ng/min for 30 minutes loading followed by 25ng/min maintenance) and glucagon 12.5ng/kg/min, Glucagon 12.5ng/kg/min and 0.9% saline, 0.9% Sodium-chloride, Exenatide (50ng/min for 30 minutes loading followed by 25ng/min maintenance) and glucagon 12.5ng/kg/min, Glucagon 12.5ng/kg/min","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG",Other,Cambridge University Hospitals NHS Foundation Trust,"['Type 2 Diabetes', 'Obesity']",2022-01-18,2022-10-07,https://clinicaltrials.gov/study/NCT04307797
NCT03059719,Clinical Trial for PB-119 in Subjects With Type 2 Diabetes Mellitus,Unknown,COMPLETED,"Exenatide injection(Byetta), PB-119 injection","BIOLOGICAL, BIOLOGICAL",Other,"PegBio Co., Ltd.",['Type II Diabetes Mellitus'],2015-04-08,2016-09-30,https://clinicaltrials.gov/study/NCT03059719
NCT00855439,Evaluation of Exenatide in Patients With Diabetic Neuropathy,Unknown,COMPLETED,"Exenatide, Glargine","DRUG, DRUG",Other,University of Michigan,"['Type 2 Diabetes Mellitus', 'Diabetic Peripheral Neuropathy']",2008-06,2014-05,https://clinicaltrials.gov/study/NCT00855439
NCT02288273,Study to Evaluate the Effect of BYDUREON on 24-hour Glucose Control in Metformin Treated Patients With Type 2 Diabetes.,Unknown,COMPLETED,"Bydureon, Placebo","DRUG, DRUG",Other,AstraZeneca,['Type 2 Diabetes'],2014-12,2015-08,https://clinicaltrials.gov/study/NCT02288273
NCT02090673,Post-Marketing Surveillance Study: 12 To 24 Weeks Study On The Treatment Emergent Adverse Events In Patients With Type 2 Diabetes Taking Exenatide In Korea,Unknown,COMPLETED,Exenatide,DRUG,Other,AstraZeneca,['Diabetes Mellitus Type 2'],2009-02,2014-03,https://clinicaltrials.gov/study/NCT02090673
NCT01342042,"The Safety,Preliminary Pharmacodynamics and Pharmacokinetics Study of rExenatide-4 in Chinese Type 2 Diabetes Mellitus",Unknown,UNKNOWN,rExenatide-4,BIOLOGICAL,Other,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",['Type 2 Diabetes'],2011-03,2011-12,https://clinicaltrials.gov/study/NCT01342042
NCT00085969,Effect of Exenatide Monotherapy on Glucose Control in Subjects With Type 2 Diabetes Mellitus,Unknown,COMPLETED,"Placebo 0.04 mL twice daily, Placebo 0.04 mL once daily, Placebo 0.08 mL once daily, B - Exenatide 10 mcg twice daily, C - Exenatide 10 mcg once daily, Exenatide 20 mcg once daily","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG",Other,AstraZeneca,"['Diabetes Mellitus, Type 2']",2003-09,2004-01,https://clinicaltrials.gov/study/NCT00085969
NCT04504370,Safety and Efficacy of Pegylated Exenatine Injection (PB-119) in Drug-naïve T2DM Subjects,Unknown,COMPLETED,"GLP-1 receptor agonist, Placebo","DRUG, DRUG",GLP-1 agonist,"PegBio Co., Ltd.",['Type 2 Diabetes Mellitus (T2DM)'],2020-04-27,2022-03-30,https://clinicaltrials.gov/study/NCT04504370
NCT00845559,The Effects of Exenatide on Post-Meal Sugar Peaks and Vascular Health in Obese/Pre-Diabetic Young Adults,Unknown,WITHDRAWN,Exenatide,DRUG,Other,Yale University,"['Obesity', 'Insulin Resistance', 'Impaired Glucose Tolerance', 'Cardiovascular Disease']",2008-08,2010-03,https://clinicaltrials.gov/study/NCT00845559
NCT00560417,Comparison of Two Basal Insulins for Patients With Type 2 Diabetes Taking Oral Diabetes Medicines and Exenatide,Unknown,COMPLETED,"Insulin Lispro Protamine Suspension, Insulin Glargine","DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2007-11,2009-12,https://clinicaltrials.gov/study/NCT00560417
NCT00935532,Study to Evaluate the Efficacy and Safety of Exenatide Once-Weekly Injection Compared to Once-Daily Insulin in Type 2 Diabetes Mellitus,Unknown,COMPLETED,"exenatide once weekly, insulin glargine","DRUG, DRUG",Other,AstraZeneca,['Type 2 Diabetes Mellitus'],2009-07,2010-09,https://clinicaltrials.gov/study/NCT00935532
NCT00886626,GLP-1 Therapy for Weight Loss and Improved Glucose Tolerance in Obese Children,Unknown,COMPLETED,Exenatide,DRUG,Other,University of Minnesota,"['Obesity, Morbid']",2009-05,2011-02,https://clinicaltrials.gov/study/NCT00886626
NCT01501084,Effects of the GLP-1 Exenatide on Satiety in Lean and Obese Women,Unknown,COMPLETED,"Exenatide, Normal saline .2cc subcutaneous injection","DRUG, DRUG",Other,"University of California, Los Angeles",['Obesity'],2011-12,2012-12,https://clinicaltrials.gov/study/NCT01501084
NCT01855490,Study of the Acute Metabolic Effect of Exenatide in Type 1 Diabetes,Unknown,COMPLETED,Exenatide,DRUG,Other,Yale University,['Type 1 Diabetes'],2012-01,2013-07,https://clinicaltrials.gov/study/NCT01855490
NCT00744224,PREDnisolone-induced Beta-cell Dysfunction Prevented by EXenatide,Unknown,COMPLETED,"Placebo, Prednisolone, Prednisolone and Exenatide","DRUG, DRUG, DRUG",Other,"Amsterdam UMC, location VUmc","['Glucocorticoid-induced Glucometabolic Abnormalities', 'Glucocorticoid-induced Beta-cell Dysfunction']",2009-02,2010-01,https://clinicaltrials.gov/study/NCT00744224
NCT02641990,Study of the Effect of ITCA 650 on the PK/PD of Oral Contraceptive in Healthy Female Subjects,Unknown,COMPLETED,"ITCA 650 20/60 mcg/day, ITCA placebo, ITCA placebo, ITCA 650 20/60 mcg/day","DRUG, DRUG",Other,Intarcia Therapeutics,['Healthy Adult Premenopausal Female Volunteers'],2015-12,2016-02,https://clinicaltrials.gov/study/NCT02641990
NCT01938235,Exenatide for Myocardial Protection During Reperfusion Study,Unknown,UNKNOWN,"Exenatide, Placebo","DRUG, DRUG",Other,"University Health Network, Toronto",['Myocardial Infarction'],2014-02,2017-07,https://clinicaltrials.gov/study/NCT01938235
NCT05610800,Exenatide for Smoking Cessation and Prevention of Weight Gain,Unknown,RECRUITING,"Exenatide 2 milligram (mg) Injection, Placebo, Nicotine patch, Smoking Cessation Counseling","DRUG, DRUG, DRUG, BEHAVIORAL",Other,"The University of Texas Health Science Center, Houston","['Smoking Cessation', 'Weight Gain']",2022-12-07,2026-03,https://clinicaltrials.gov/study/NCT05610800
NCT01473147,Additional GLP-1 Analogue on CSII Treatment for Poorly Controlled Type 2 Diabetic Patients,Unknown,COMPLETED,"Exenatide, Normal saline","DRUG, DRUG",Other,Chang Gung Memorial Hospital,['Type 2 Diabetes Mellitus'],2011-10,2013-06,https://clinicaltrials.gov/study/NCT01473147
NCT00835848,Pharmacological Postconditioning to Reduce Infarct Size Following Primary PCI,Unknown,COMPLETED,"Exenatide, Saline","DRUG, DRUG",Other,"Rigshospitalet, Denmark",['Myocardial Infarction'],2009-01,2009-12,https://clinicaltrials.gov/study/NCT00835848
NCT00516048,An Exploratory Study of the Effect of Treatment Interruption on Safety of Exenatide in Patients With Type 2 Diabetes,Unknown,COMPLETED,exenatide,DRUG,Other,AstraZeneca,['Type 2 Diabetes Mellitus'],2007-08,2008-04,https://clinicaltrials.gov/study/NCT00516048
NCT01976858,A Phase I Study of 8-week Continuous Treatment With Polyethylene Glycol Loxenatide in Patients With Type 2 Diabetes,Unknown,COMPLETED,PEX168,DRUG,Other,"Jiangsu HengRui Medicine Co., Ltd.",['Type 2 Diabetes'],2011-06,2011-09,https://clinicaltrials.gov/study/NCT01976858
NCT01237314,The Impact of Food on Blood Sugar in People With Type 2 Diabetes,Unknown,COMPLETED,,,Unknown,HealthPartners Institute,['Type 2 Diabetes'],2010-11,2013-05,https://clinicaltrials.gov/study/NCT01237314
NCT02802514,A Study Comparing the Effect of Albiglutide With Exenatide on Regional Brain Activity Related to Nausea in Healthy Subjects,Unknown,TERMINATED,"Albiglutide 50mg, Albiglutide matching placebo, Exenatide 10microgram, Exenatide placebo (saline)","DRUG, DRUG, DRUG, DRUG",Other,GlaxoSmithKline,['Diabetes Mellitus'],2016-09-20,2017-08-10,https://clinicaltrials.gov/study/NCT02802514
NCT00064714,Effect of AC2993 With or Without Immunosuppression on Beta Cell Function in Patients With Type I Diabetes,Unknown,COMPLETED,"AC2993 (exenatide), daclizumab (immunosuppressive)","DRUG, DRUG",Other,AstraZeneca,['Diabetes Mellitus'],2003-07,2008-03,https://clinicaltrials.gov/study/NCT00064714
NCT01429506,Efficacy of Laparoscopic Sleeve Gastrectomy and Intensive Medical Management in Obese Type 2 Diabetes,Unknown,COMPLETED,"Sleeve gastrectomy, Intensive medical management","PROCEDURE, DRUG",Other,"Post Graduate Institute of Medical Education and Research, Chandigarh","['Diabetes Mellitus', 'Obesity']",2011-01,2012-08,https://clinicaltrials.gov/study/NCT01429506
NCT01364584,Impact of Exenatide on Cardiovascular Exercise Performance in Type 2 Diabetes,Unknown,COMPLETED,"Exenatide, Placebo","DRUG, DRUG",Other,"University of Colorado, Denver",['Type 2 Diabetes'],2010-10,2014-12,https://clinicaltrials.gov/study/NCT01364584
NCT01455896,A Study to Evaluate Cardiovascular Outcomes in Patients With Type 2 Diabetes Treated With ITCA 650,Unknown,COMPLETED,"ITCA 650, ITCA placebo","DRUG, OTHER",Other,Intarcia Therapeutics,['Type 2 Diabetes'],2013-03,2016-03,https://clinicaltrials.gov/study/NCT01455896
NCT01255163,A Pilot Clinical Trial of Exendin-4 in Alzheimer's Disease,Unknown,TERMINATED,"Exendin-4 SC, Placebo SC","DRUG, DRUG",Other,National Institute on Aging (NIA),"[""Alzheimer's Disease"", 'Mild Cognitive Impairment']",2010-11-21,2016-11-18,https://clinicaltrials.gov/study/NCT01255163
NCT00572689,Pilot Study of Exenatide Pharmacokinetics and Pharmacodynamics in Gestational Diabetes,Unknown,WITHDRAWN,"Exenatide, Buccal/blood Sample Collection","DRUG, GENETIC",Other,Georgetown University,['Gestational Diabetes'],2013-08,2015-08,https://clinicaltrials.gov/study/NCT00572689
NCT02251431,Extended Release Exenatide Versus Placebo In Diabetic Patients With Type 4 Cardiorenal Syndrome,Unknown,COMPLETED,"BYDUREON, Placebo","DRUG, DRUG",Other,Baylor Research Institute,"['Type 2 Diabetes Mellitus', 'Chronic Kidney Disease', 'Left Ventricular Diastolic Dysfunction']",2015-11,2019-12,https://clinicaltrials.gov/study/NCT02251431
NCT02084654,Exenatide and Weight Loss for Diabetes Prevention,Unknown,COMPLETED,"Exenatide 5 and 10 mcg 2 times a day, placebo","DRUG, DRUG",Other,Stanford University,"['Pre Diabetes', 'Insulin Resistance']",2007-11,2012-10,https://clinicaltrials.gov/study/NCT02084654
NCT00529204,"Effects Of Exenatide On Liver Biochemistry, Liver Histology And Lipid Metabolism In Patients With Fatty Liver Disease",Unknown,TERMINATED,exenatide,DRUG,Other,"University of California, Davis","['Diabetes Complications', 'Fatty Liver']",2007-10,2009-07,https://clinicaltrials.gov/study/NCT00529204
NCT02455076,Exenatide Inpatient Trial: A Randomized Controlled Pilot Trial on the Safety and Efficacy of Exenatide (Byetta®) Therapy for the Inpatient Management of Patients With Type 2 Diabetes,Unknown,COMPLETED,"Exenatide, Glargine, Rapid-acting insulin analogs","DRUG, DRUG, DRUG",Other,Emory University,['Type 2 Diabetes'],2015-09,2018-03,https://clinicaltrials.gov/study/NCT02455076
NCT00753896,Safety of Exenatide Once Weekly in Patients With Type 2 Diabetes Mellitus Treated With Thiazolidinedione Alone or Thiazolidinedione in Combination With Metformin,Unknown,COMPLETED,exenatide,DRUG,Other,AstraZeneca,['Type 2 Diabetes'],2008-10,2009-07,https://clinicaltrials.gov/study/NCT00753896
NCT03160261,Effect of Exenatide on Cortisol Secretion,Unknown,COMPLETED,Exenatide Injection,DRUG,Other,University of Tartu,['Healthy'],2017-09-07,2017-12-28,https://clinicaltrials.gov/study/NCT03160261
NCT00877890,"A Study to Evaluate the Glycemic Effects, Safety, and Tolerability of Exenatide Once Weekly in Subjects With Type 2 Diabetes Mellitus (DURATION-5)",Unknown,COMPLETED,"exenatide once weekly, exenatide twice daily","DRUG, DRUG",Other,AstraZeneca,['Type 2 Diabetes Mellitus'],2009-03,2009-10,https://clinicaltrials.gov/study/NCT00877890
NCT03889496,Quantitative GLP-1 Receptor Imaging Correlated to ex Vivo Distribution of In-111-exendin,Unknown,TERMINATED,indium-111-exendin SPECT/CT,RADIATION,Other,Radboud University Medical Center,['Diabetes Mellitus'],2015-11-16,2021-06-14,https://clinicaltrials.gov/study/NCT03889496
NCT01297062,A Safety Study to Assess the Effects of Therapeutic and Supratherapeutic Exenatide Concentrations on QT Interval in Healthy Subjects,Unknown,COMPLETED,"Exenatide, Moxifloxacin, Placebo comparator","DRUG, DRUG, DRUG",Other,AstraZeneca,['Healthy Subjects'],2011-02,2011-04,https://clinicaltrials.gov/study/NCT01297062
NCT00375492,Effect on Weight Loss of Exenatide Versus Placebo,Unknown,COMPLETED,"exenatide, placebo","DRUG, DRUG",Other,AstraZeneca,['Type 2 Diabetes Mellitus'],2006-09,2008-02,https://clinicaltrials.gov/study/NCT00375492
NCT00381342,Safety and Efficacy of Exenatide as Monotherapy,Unknown,COMPLETED,"exenatide, exenatide, placebo","DRUG, DRUG, DRUG",Other,AstraZeneca,['Type 2 Diabetes Mellitus'],2006-09,2007-09,https://clinicaltrials.gov/study/NCT00381342
NCT05328843,Study to Evaluate the Pharmacokinetic Characteristics of Pegylated Exenatide Injection (PB-119) in Subjects With Different Degrees of Renal Insufficiency and Matched Subjects With Normal Renal Function,Unknown,UNKNOWN,PB119,DRUG,Other,"PegBio Co., Ltd.",['Type2Diabetes'],2022-05-01,2022-10-01,https://clinicaltrials.gov/study/NCT05328843
